ID,Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,MTUHA,CTC_ID,msd_id,PostalAddress,OfficialEmail,Website
1125,110977-6,UNIQUE,-7.95937,31.61506,Unique,Rukwa Region,Sumbawanga District,Sumbawanga MC,Katandala,Jangwani,Dispensary,Operating,For Profit Private DR. HANS ULAYA,2/12/15,754255676,,,,733 Sumbawanga,,
1620,110163-3,WIPANGA,-7.872532,31.630966,Wipanga dispensary,Rukwa Region,Sumbawanga District,Sumbawanga MC,Senga,Wipanga,Dispensary,Operating,LGA Public,1/1/70,,,,MB520645,187 SUMBAWANGA,,
3574,101268-1,GUMBIRO,-10.26319,35.63818,Gumbiro,Ruvuma Region,Songea District,Madaba DC,Gumbiro,Gumbiro,Dispensary,Operating,LGA Public LGA,1/1/70,255762666090,,,Gumbiro,Box 10 Madaba,madabadc@gmail.com,
3560,101318-4,HANGA NGADINDA,-10.20213,35.67294,Hanga ngadinda,Ruvuma Region,Songea District,Madaba DC,Gumbiro,Ngadinda,Dispensary,Operating,LGA Public,1/1/70,255762880500,,,,Box 10 Madaba,madabadc@gmail.com,
4122,101498-4,IFINGA,-9.52863999999999,35.5286,Ifinga,Ruvuma Region,Songea District,Madaba DC,Matumbi,Ifinga,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,255762880500,,,,Box 10 Madaba,madabadc@gmail.com,
4224,101536-1,IGAWISENGA,-9.71285999999999,35.30899,Igawisenga,Ruvuma Region,Songea District,Madaba DC,Wino,Igawisenga,Dispensary,Operating,LGA Public,,255762880500,,,,Box 10 Madaba,madabadc@gmail.com,
9464,103511-2,LIKARANGILO,-10.45444,35.68065,Likarangilo,Ruvuma Region,Songea District,Madaba DC,Mtyangimbole,Likarangiro,Dispensary,Operating,LGA Public,1/1/70,255762880500,,,,Box 10 Madaba,madabadc@gmail.com,
5575,103527-8,LILONDO,-9.83671,35.3376,Lilondo,Ruvuma Region,Songea District,Madaba DC,Wino,Lilondo,Dispensary,Operating,LGA Public,1/1/70,255762880500,,10-02-0106,IR520577,Box 10 Madaba,madabadc@gmail.com,
6331,103669-8,LUHIMBA,-10.4256,35.6841,,Ruvuma Region,Songea District,Madaba DC,Mtyangimbole,Luhimba,Dispensary,Operating,LGA Public,3/8/98,255762880500,,,IR520599,Box 10 Madaba,madabadc@gmail.com,
6913,103775-3,LUTUKIRA,-9.93305999999999,35.5356,Lutukira,Ruvuma Region,Songea District,Madaba DC,Mkongotema,Lutukira,Dispensary,Operating,LGA Public,2/9/03,255762880500,,,,Box 10 Madaba,madabadc@gmail.com,
7214,103839-7,MADABA,-9.88993,35.3595,Madaba,Ruvuma Region,Songea District,Madaba DC,Lituta,Mtepa,Health Center,Operating,LGA Public,1/1/70,,,,,"Box 10, Madaba",,
7844,103968-4,MAGINGO,-9.90588,35.44843,,Ruvuma Region,Songea District,Madaba DC,Mkongotema,Magingo,Dispensary,Operating,LGA Public,7/1/19,,,,,"Box 10,Madaba",,
8053,104011-2,MAHANJE,-9.89009,35.2761,Mahanje misheni,Ruvuma Region,Songea District,Madaba DC,Mahanje,Mahanje,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,12/9/96,255762880500,,10-02-0103,,Box 10 Madaba,madabadc@gmail.com,
6539,104464-3,MATETEREKA,-9.83372999999999,35.2664,,Ruvuma Region,Songea District,Madaba DC,Matetereka,Matetereka,Dispensary,Operating,LGA Public,7/9/78,,,,,"Box 10, Madaba",,
6812,104516-0,MAWESO,-9.78314999999999,35.2357,,Ruvuma Region,Songea District,Madaba DC,Matetereka,Maweso,Dispensary,Operating,LGA Public,1/1/70,,,,,"Box 10,madaba",,
7101,104569-9,MBANGAMAWE,-10.11191,35.65078,,Ruvuma Region,Songea District,Madaba DC,Gumbiro,Mbangamawe,Dispensary,Operating,LGA Public,2/9/19,,,,,Box 10 Madaba,,
5852,105107-7,MKONGOTEMA,-9.90626,35.4615,,Ruvuma Region,Songea District,Madaba DC,Mkongotema,Mkongotema,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,,,,,Box 10 Madaba,,
8359,112505-3,MTYANGIMBOLE,-10.38247,35.66523,Mtyangimbole,Ruvuma Region,Songea District,Madaba DC,Mtyangimbole,Mtyangimbole,Health Center,Operating,LGA Public,1/1/70,,,,,Box 10 Madaba,,
8353,105613-4,MTYANGIMBOLE,-10.3902,35.6687,,Ruvuma Region,Songea District,Madaba DC,Mtyangimbole,Mtyangimbole,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,,,,,Box 10 Madaba,,
11842,111323-2,ST. BERNADETA,-9.967326,35.634024,SR BERNADETHA,Ruvuma Region,Songea District,Madaba DC,Mkongotema,Lutukira,Health Center,Operating,"Faith Based Organization (FBO) Private THE AFRICAN BENEDICTINE SISTERS OF ST. AGNES, ST. GETRUDE COVENT IMILIWAHA - NJOMBE TANZANIA, EAST AFRICA",6/10/11,,,,,BOX 830 SONGEA,,
1616,108373-2,WINO,-9.76136999999999,35.30251,Wino,Ruvuma Region,Songea District,Madaba DC,Wino,Wino,Dispensary,Operating,LGA Public,2/2/92,,,,,,,
1799,100112-2,AMANI MAKOLO,-10.674759,35.135415,Amani Makoro Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Amani Makolo,Amani Makoro,Dispensary,Operating,LGA Public,1/1/70,,,,IR-520245,Box 42 Mbinga,,
3129,100014-0,BURUMA,-11.16848,34.91393,Buruma,Ruvuma Region,Mbinga District,Mbinga DC,Mpapa,Buruma,Dispensary,Operating,LGA Public,5/7/89,2640261,,,IR-520246,Box 42 Mbinga,,
4736,101725-0,ILELA,-11.158436,34.868484,Ilela Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mkalanga,Ilela,Dispensary,Operating,LGA Public,1/1/70,2640261,,,IR-520249,Box 42,,
5525,112396-7,KIGONSERA,-10.77485,35.9534,Kigongera Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kigonsera,Kigonsera,Dispensary,Operating,LGA Public,4/6/18,765421647,,,,Box 42 Mbinga,,
5524,102726-7,KIGONSERA,-10.80523,35.07116,Kigonsera RHC,Ruvuma Region,Mbinga District,Mbinga DC,Kigonsera,Kigonsera,Health Center,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,7/1/97,,,,,,,
5541,102736-6,KIHANGI MAHUKA,-10.81877,34.95692,Kihangimahuka Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kihangi Mahuka,Kihangi Mahuka,Dispensary,Operating,LGA Public,12/11/93,2550252640261,,,IR-520250,Box 42 Mbinga,,
5543,102740-8,KIHEREKETI,-11.07047,34.956,Kihereketi Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Nyoni,Kihereketi,Dispensary,Operating,LGA Public,1/1/70,2640261,,,IR520251,Box 42,,
5552,102747-3,KIHONGO,-11.09058,34.79438,Kihongo Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mapera,Kihongo,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
5554,102750-7,KIHULILA,-11.033073,34.950234,,Ruvuma Region,Mbinga District,Mbinga DC,Nyoni,Kihulila,Dispensary,Operating,LGA Public,11/7/16,,,,,"Box 42, Mbinga",,
5837,102815-8,KILANGA JUU,-10.99424,34.89184,Kilangajuu Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mbuji,Kilanga Juu,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
6025,102851-3,KILINDI,-10.7429,34.78524,Kilindi,Ruvuma Region,Mbinga District,Mbinga DC,Matiri,Kilindi,Dispensary,Operating,LGA Public,3/9/80,,,,,Box 42 Mbinga,,
6479,102937-0,KINDIMBA CHINI,-10.60393,34.7532,Kindimbachini RHC,Ruvuma Region,Mbinga District,Mbinga DC,Muungano,Kindimba chini,Health Center,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
6487,102938-8,KINDIMBA JUU,-10.54019,34.81189,Kindimba Juu Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Namswea,Kindimba juu,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
6567,102948-7,KINGOLI,-10.28437,35.10819,Kingoli Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Litumbandyosi,Kingoli,Dispensary,Operating,LGA Public,1/7/81,,,,,Box 42 Mbinga,,
6818,102995-8,KIPAPA,-11.01002,34.73305,Kipapa Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kipapa,Kipapa,Dispensary,Operating,LGA Public,12/7/08,,,,,Box 42 Mbinga,,
7556,103146-7,KITAI,Not Set,Not Set,Kitai Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Amani Makolo,Amani Makoro,Dispensary,Operating,Prisons Public,1/3/10,,,,,Box 42 Mbinga,,
7904,103203-6,KITURA,-10.93529,34.78794,Kitura Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kitura,Kitura,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
9181,103462-8,LANGIRO,-10.99452,34.77829,Langiro Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Langiro,Langiro,Dispensary,Operating,LGA Public,6/10/01,,,,,"Box 42, Mbinga",,
9450,103508-8,LIHALE,-10.793511,35.159748,Lihale Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mkako,Lihale,Dispensary,Operating,LGA Public,10/3/10,,,,,Box 42 Mbinga,,
5599,103533-6,LINDA,-10.8355,34.9082,,Ruvuma Region,Mbinga District,Mbinga DC,Linda,Linda,Dispensary,Operating,LGA Public,1/7/98,,,,,,,
5664,110259-9,LIPUMBA,-10.844657,35.021209,lipumba,Ruvuma Region,Mbinga District,Mbinga DC,Kihangi Mahuka,Lipumba,Dispensary,Operating,LGA Public,1/1/70,764310585,,,,Box 42 Mbinga,,
5686,103548-4,LITEMBO,-10.97665,34.82522,Litembo Hospital,Ruvuma Region,Mbinga District,Mbinga DC,Litembo,Litembo,Hospital at District Level,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,7/1/97,,,,,,,
5702,103553-4,LITORONGI,-10.82531,35.13842,Litorongi Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kigonsera,Litorongi,Dispensary,Operating,LGA Public,1/7/08,,,,,"Box 42, Mbinga",,
5720,103557-5,LITUMBANDYOSI,-10.41558,35.12761,Litumbandyosi Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Litumbandyosi,Litumbandyosi,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
5793,103566-6,LIWIHI,-10.782529,34.899974,liwihi,Ruvuma Region,Mbinga District,Mbinga DC,Mkumbi,Lugari,Dispensary,Operating,LGA Public,3/7/18,762827786,,,,Box 42 Mbinga,,
6294,108837-6,LUHAGARA,-10.53415,35.0595,Luhagara Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Litumbandyosi,Luhagara,Dispensary,Operating,LGA Public,1/1/70,,,,,"Box 42, Mbinga",,
6421,103686-2,LUKARASI,-10.778962,34.983408,Lukarasi Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Lukarasi,Lukarasi,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
6638,103721-7,LUNDUMATO,-10.851463,34.794581,Lundumato Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Ukata,Ukata,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,7/1/97,,,,,,,
8017,104003-9,MAGUU,-11.04208,34.7964,Maguu Health Centre,Ruvuma Region,Mbinga District,Mbinga DC,Maguu,Maguu,Health Center,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,7/1/97,,,,,Box 94 Mbinga,,
5679,104289-4,MANZEYE,-10.95702,34.85598,Manzeye Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Wukiro,Manzeye,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
5707,104296-9,MAPERA,-11.05712,34.82404,Mapera HC,Ruvuma Region,Mbinga District,Mbinga DC,Mapera,Mapera,Health Center,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
5740,104302-5,MAPIPILI,-10.802,34.9114,,Ruvuma Region,Mbinga District,Mbinga DC,Kitumbalomo,Mapipili,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
6469,104452-8,MATEKELA,-11.08966,34.85757,Matekela Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kambarage,Matekela,Dispensary,Operating,LGA Public,1/1/70,,,,,"Box 42, Mbinga",,
6578,104472-6,MATIRI,-10.7595,34.86403,Matiri Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Matiri,Matiri,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,2/1/97,,,,,Box 58 Mbinga,,
7537,110452-0,MBUJI,-11.01794,34.8685,,Ruvuma Region,Mbinga District,Mbinga DC,Mbuji,Mbuji,Dispensary,Operating,LGA Public,11/7/16,,,,,Box 42 Mbinga,,
8395,104807-3,MHONGOZI,-10.72035,34.94204,Mhongozi Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mhongozi,Mhongozi,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
8737,104895-8,MIKALANGA,-11.14476,34.83812,Mikalanga Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mkalanga,Mikalanga,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,1/1/00,,,,,Box 94 Mbinga,,
9208,110450-4,MITANGA,-11.111849,34.902359,,Ruvuma Region,Mbinga District,Mbinga DC,Mpapa,Mitanga,Dispensary,Operating,LGA Public,8/5/17,,,,,,,
9209,104995-6,MITAWA,-11.13266,34.90985,Mitawa Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mpapa,Mitawa,Dispensary,Operating,LGA Public,10/6/12,,,,,Box 42 Mbinga,,
9391,105036-8,MKAKO,-10.74962,35.14709,Mkako Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mkako,Mkako,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
5730,105082-2,MKOHA,-10.968447,34.723333,Mkoha Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Langiro,Mkoha,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
5909,105122-6,MKUKA,-11.051176,34.757778,,Ruvuma Region,Mbinga District,Mbinga DC,Maguu,Mkuka,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
5960,105131-7,MKUMBI,-10.89457,34.89092,Mkumbi Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Mkumbi,Mkumbi,Dispensary,Operating,LGA Public,4/1/76,,,,,Box 42 Mbinga,,
6023,105145-7,MKURUMUSI,-10.70487,35.05829,Mkurumus Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kigonsera,Mkurumusi,Dispensary,Operating,LGA Public,4/10/10,,,,,"Box 42, Mbinga",,
6992,105350-3,MPAPA,-11.12157,34.92683,Mpapa Mission,Ruvuma Region,Mbinga District,Mbinga DC,Mpapa,Mpapa,Health Center,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,7/1/10,,,,,Box 313 Mbinga,,
8305,105604-3,MTUNDUWARO,-10.49533,34.91721,Mtunduwaro Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kitura,Kitura,Dispensary,Operating,LGA Public,1/1/70,763275310,,10-03-0191,IR520647,,,
9999,108492-0,NDANGA,-10.86818,34.82722,Ndanga Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kipololo,Ndanga,Dispensary,Operating,LGA Public,1/1/11,,,,,Box 42 Mbinga,,
10013,106249-6,NDEMBO,-10.85003,34.95682,Ndembo Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Linda,Ndembo,Dispensary,Operating,LGA Public,9/4/07,,,,,Box 42 Mbinga,,
10035,106266-0,NDONGOSI,-10.51253,34.84904,Ndongosi,Ruvuma Region,Mbinga District,Mbinga DC,Namswea,Ndongosi,Dispensary,Operating,LGA Public,1/7/81,,,,,Box 42 Mbinga,,
10202,106383-3,NGIMA,-10.908539,34.848432,Ngima Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Ngima,Ngima,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
10784,106858-4,NYONI,-11.08342,34.90292,Nyoni Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Nyoni,Nyoni,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
11078,106976-4,PARADISO,-10.59352,35.02747,Paradiro Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Ruanda,Paradiso,Dispensary,Operating,LGA Public,1/7/80,,,,,Box 42,,
11147,114838-6,PCMC,-10.75443,35.1468,Pcmc madactari bingwa,Ruvuma Region,Mbinga District,Mbinga DC,Mkako,Mkako,PolyClinic,Operating,Company/Business Name Private PCMC Healthcare Limited,6/20/20,769908370,,,,216,pcmcmkako@gmail.com,
11424,111252-3,RAHA LEO,-10.748621,34.868823,,Ruvuma Region,Mbinga District,Mbinga DC,Matiri,Matiri,Dispensary,Operating,LGA Public,4/6/18,657204037,,,IR520769,,,
11609,107116-6,RUANDA,-10.54244,34.911734,Ruanda Mission,Ruvuma Region,Mbinga District,Mbinga DC,Ruanda,Ruanda,Hospital at District Level,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,7/1/97,,,,,Box 94 Mbinga,,
11604,111309-1,RUANDA,-10.533629,34.917008,,Ruvuma Region,Mbinga District,Mbinga DC,Matiri,Matiri,Dispensary,Operating,LGA Public,4/6/18,657204037,,,,Box 42 Mbinga,,
1015,108022-5,UGANO,-11.125868,34.821289,Ugano Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Kambarage,Ugano,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
1121,108104-1,UNANGO,-10.92988,34.89194,Unango Dispensary,Ruvuma Region,Mbinga District,Mbinga DC,Ngima,Unango,Dispensary,Operating,LGA Public,1/12/10,,,,,Box 42 Mbinga,,
1639,111251-5,WUKIRO,-10.934477,34.85936,Wukiro,Ruvuma Region,Mbinga District,Mbinga DC,Wukiro,Wukiro,Dispensary,Operating,LGA Public LGA,5/1/21,252640005,,,,P.O.BOX 42 MBINGA,lchomboko@gmail.com,www.mbingadc.go.tz
3532,113072-3,GOODLUCK,-10.95052,34.99752,GOODLUCK,Ruvuma Region,Mbinga District,Mbinga TC,Mbinga Mjini,Mbinga A,Level IA2 (Dispensary Laboratory),Operating,For Profit Private XAVERY KAPINGA,7/9/18,714484818,,,,MBINGA,xacerykapinga161@yahoo.com,
3500,113079-8,HALELUYA,-10.94282,35.000948,haleluya,Ruvuma Region,Mbinga District,Mbinga TC,Luhuwiko,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/1/70,,,,,P.O.BOX MBINGA,,
5678,102782-0,KIKOLO,-11.02284,35.14378,Kikolo Dispensary,Ruvuma Region,Mbinga District,Mbinga TC,Kikolo,,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
5953,102841-4,KILIMANI,-10.996253,35.022813,KILIMANI DISPENSARY,Ruvuma Region,Mbinga District,Mbinga TC,Kilimani,Kilimani,Dispensary,Operating,LGA Public,1/1/70,,,,,P.O.BOX 42 MBINGA,,
6474,102936-2,KINDIMBA,-10.95915,34.89228,Kindimba Dispensary,Ruvuma Region,Mbinga District,Mbinga TC,Myangayanga,Myangayanga,Dispensary,Operating,LGA Public,1/9/65,,,,,Box 42 Mbinga,,
7605,103153-3,KITANDA,-10.92812,35.1178,Kitanda Dispensary,Ruvuma Region,Mbinga District,Mbinga TC,Kitanda,,Dispensary,Operating,LGA Public,7/3/89,,,,,Box 42 Mbinga,,
5647,103541-9,LIPILIPILI,-11.088279,35.136312,Lipilipili,Ruvuma Region,Mbinga District,Mbinga TC,Mpepai,Lipilipili,Dispensary,Operating,LGA Public,1/1/70,,,,,P. O. BOX42,,
6313,103665-6,LUHANGAI,-11.164209,35.108143,Luhangai Dispensary,Ruvuma Region,Mbinga District,Mbinga TC,Mpepai,Luhangai,Dispensary,Operating,LGA Public,1/7/04,,,,,Box 42 Mbinga,,
6325,103668-0,LUHEHE,-11.01295,35.10723,luhehe,Ruvuma Region,Mbinga District,Mbinga TC,Kikolo,,Dispensary,Operating,LGA Public,10/11/14,,,,,Box 42 Mbinga,,
7548,112289-4,MAGANAGANA,-11.06922,34.99113,Maganagana,Ruvuma Region,Mbinga District,Mbinga TC,Kagugu,Maganagana,Dispensary,Operating,LGA Public,11/6/18,,,,,P.0.BOX MBINGA,,
7092,104568-1,MBANGAMAO,-11.051266,35.0536,Mbangamao Dispensary,Ruvuma Region,Mbinga District,Mbinga TC,Mbangamao,,Dispensary,Operating,LGA Public,1/1/70,,,,,P.O.BOX 42 MBINGA,,
7341,113066-5,MBINGA,-10.94629,34.99626,ccm,Ruvuma Region,Mbinga District,Mbinga TC,Mbinga Mjini,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/1/70,,,,,P.O.BOX 42 MBINGA,,
7342,104617-6,MBINGA HAN,-10.96074,35.01984,Mbinga Han,Ruvuma Region,Mbinga District,Mbinga TC,Lusonga,,Dispensary,Operating,LGA Public,10/2/10,2640261,,,IR-520620,Box 42 Mbinga,,
7353,110222-7,MBINGA PRISON,Not Set,Not Set,kihaha,Ruvuma Region,Mbinga District,Mbinga TC,Lusonga,,Dispensary,Operating,Prisons Public,1/1/70,,,,520654,Box 244 mbinga,,
7358,104616-8,MBINGA TC,-10.94102,34.9894,Mbuyula,Ruvuma Region,Mbinga District,Mbinga TC,Mbambi,,District Hospital,Operating,LGA Public,1/1/70,2640261,,,,Box 42 Mbinga,,
6095,105165-5,MKWAYA,Not Set,Not Set,Mkwaya Dispensary,Ruvuma Region,Mbinga District,Mbinga TC,Kilimani,,Dispensary,Operating,Prisons Public,1/7/12,,,,,Box 42,,
7041,105360-2,MPEPAI,-11.09478,35.17511,Mpepai,Ruvuma Region,Mbinga District,Mbinga TC,Mpepai,Mpepai,Health Center,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,7/1/10,,,,,P.O.BOX 42 MBINGA,,
9727,106038-3,MYANGAYANGA,-10.94522,34.93631,Myangayangi Dispensary,Ruvuma Region,Mbinga District,Mbinga TC,Myangayanga,,Dispensary,Operating,LGA Public,1/7/54,2640261,,,,Box 42 Mbinga,,
9770,113083-0,NAHIDYA,-10.96045,34.98771,nahidya,Ruvuma Region,Mbinga District,Mbinga TC,Masumuni,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,2/11/18,,,,,P.O.BOX 42 MBINGA,,
15852,120963-4,NOSRET LABORATORY,,,NOSRET LABORATORY,Ruvuma Region,Mbinga District,Mbinga TC,Lusonga,Lusonga,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Beno Ndunguru,5/24/21,759018818,,,,P.O.BOX 42,ndungurubeno@yahoo.com,
11066,113067-3,PARADISE,-10.94913,34.99765,mbinga B,Ruvuma Region,Mbinga District,Mbinga TC,Mbinga Mjini,Mbinga B,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Leonard Ngongi,9/15/71,,,,,P.O.BOX 42 MBINGA,ananyerenda77@gmail.com,
11832,107187-7,RUVUMACHINI,-11.180643,35.324406,Ruvumachini,Ruvuma Region,Mbinga District,Mbinga TC,Mpepai,Ruvuma Chini,Dispensary,Operating,LGA Public,1/1/70,,,,,P.O.BOX 42 MBINGA,,
11965,107210-7,SAID SAID KALEMBO,-11.041,35.22794,Said kalembo,Ruvuma Region,Mbinga District,Mbinga TC,Kihungu,,Health Center,Operating,LGA Public,1/7/02,2640261,,,IR510038,Box 42 Mbinga,,
11249,107375-8,SEPUKILA,-11.02383,34.98146,Sepukila,Ruvuma Region,Mbinga District,Mbinga TC,Kilimani,Sepukila,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
12127,110218-5,ST. GABRIEL,-10.941419,35.012808,st gabriel,Ruvuma Region,Mbinga District,Mbinga TC,Betrehemu,Lusaka,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,12/19/17,,,,,"Box 94, mbinga",,
12027,114097-9,ST. MARTIN DEPORES,-10.960428,34.985878,St. Martin,Ruvuma Region,Mbinga District,Mbinga TC,Masumuni,Tangi La Maji A,Dispensary,Operating,For Profit Private Dr. Martin Ndunguru,4/2/20,752464311,,,,BOX 94 MBINGA,martinndunguru@gmail.com,
12151,107641-3,ST. VICENT,-10.94907,34.99049,St. Vicent,Ruvuma Region,Mbinga District,Mbinga TC,Mbinga Mjini A,Mbiiku,Health Center,Operating,Faith Based Organization (FBO) Private Jimbo la Mbinga,7/1/97,,,,,Box 76 Mbinga,,
12509,107900-3,TUKUZI,-11.00331,34.93481,Tukuzi Dispensary,Ruvuma Region,Mbinga District,Mbinga TC,Luwaita,Tukuzi,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 42 Mbinga,,
1103,108091-0,UMATI,-10.94558,34.9913,Mbinga Town,Ruvuma Region,Mbinga District,Mbinga TC,Mbinga Mjini,Mbinga A,Dispensary,Operating,NGOs Private UMATI,1/4/18,,,,,Box 230 M binga,,
1278,108216-3,UTIRI,-10.87067,35.05611,Utiri,Ruvuma Region,Mbinga District,Mbinga TC,Utiri,,Dispensary,Operating,LGA Public,8/11/81,,,,,Box 42 Mbinga,,
1304,108236-1,UZENA,-11.018257,35.103147,uzena,Ruvuma Region,Mbinga District,Mbinga TC,Kikolo,Uzena,Dispensary,Operating,LGA Public,1/1/70,,,,,,,
1698,113080-6,ALFA,,,,Ruvuma Region,Namtumbo District,Namtumbo DC,Namtumbo,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
1767,100105-6,AMANI,-11.47111,36.65333,Amani,Ruvuma Region,Namtumbo District,Namtumbo DC,Magazini,Amani,Dispensary,Operating,LGA Public,1/1/70,767635509,,,,Box 32 Namtumbo,,
2163,100771-5,CHENGENA,-10.59767,36.08024,Chengena,Ruvuma Region,Namtumbo District,Namtumbo DC,Luchili,Chengena,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,9/6/97,,,,,Box 152 Songea,,
5989,102846-3,KILIMASELA,-10.75037,36.50991,Kilimasela,Ruvuma Region,Namtumbo District,Namtumbo DC,Mchomoro,Kilimasera,Dispensary,Operating,LGA Public,12/7/95,,,,,Box 32 Namtumbo,,
7593,103154-1,KITANDA,-10.07423,35.89731,Kitanda,Ruvuma Region,Namtumbo District,Namtumbo DC,Kitanda,Kitanda,Dispensary,Operating,Faith Based Organization (FBO) Private Jimbo la Songea,6/7/72,,,,,Box 32 Namtumbo,,
7598,113884-1,KITANDA,-10.75277,36.0186,Kitanda GOV,Ruvuma Region,Namtumbo District,Namtumbo DC,Kitanda,Kitanda,Dispensary,Operating,LGA Public,3/8/19,762191460,,,,PO BOX 32,,
9363,103493-3,LIBANGO,-10.26485,36.02838,Libango Disp,Ruvuma Region,Namtumbo District,Namtumbo DC,Namtumbo,Libango,Dispensary,Operating,LGA Public,5/9/07,,,,,Box 32 Namtumbo,,
9412,103501-3,LIGERA,-10.92488,36.9541,Ligera,Ruvuma Region,Namtumbo District,Namtumbo DC,Ligera,Ligera,Dispensary,Operating,LGA Public,1/1/70,,,,,Box 32 Namtumbo,,
